#All are unchanged except code 0, which is not an error code. 
#Live data for error codes can be obtained here: https://login.microsoftonline.com/error
#this list is an enumeration of that web resource (i.e. brute forcing all values between 0 and 9000000)

Error Code|||||Message|||||Remediation
900021|||||Requested tenant identifier '{tenant_id}' is not valid. Tenant identifiers may not be an empty GUID.|||||No Remediation Provided
900022|||||Provided tenant identifier is empty.|||||No Remediation Provided
900023|||||Specified tenant identifier '{tenant_id}' is neither a valid DNS name, nor a valid external domain.|||||Application error - the login request was malformed and could not be matched with an existing authentication endpoint or instance.
900041|||||The request contains {num} tokens separated by '{splitter}' instead of a single key value pair.|||||No Remediation Provided
900042|||||Authorization header is missing or malformed.|||||No Remediation Provided
900043|||||Bad request. Passed context cannot be parsed.|||||No Remediation Provided
900044|||||Only version {num} of PKeyAuth is supported.|||||No Remediation Provided
900045|||||Missing PKeyAuth Authorization header.|||||No Remediation Provided
900046|||||Unprotected credential key parsing failed: invalid JWE format.|||||No Remediation Provided
900047|||||Malformed PKeyAuth header.|||||No Remediation Provided
900048|||||Request too large.|||||No Remediation Provided
900049|||||Malformed request.|||||No Remediation Provided
900051|||||Unable to complete request. The request was invalid since sid and domain_hint cannot be used together.|||||No Remediation Provided
900052|||||Request body may not be encoded in UTF-16.|||||No Remediation Provided
900053|||||Request body must not begin with UTF-8 BOM.|||||No Remediation Provided
900054|||||Specified Broker Client ID does not match ID in provided grant.|||||No Remediation Provided
900055|||||Broker Client ID expected in GUID format.|||||No Remediation Provided
900056|||||redirect_uri is a required parameter for brokered authentication.|||||No Remediation Provided
900057|||||Unexpected 'brk_client_id' or 'brk_redirect_uri' parameters when obtaining or redeeming grants for broker application.|||||No Remediation Provided
900058|||||Server cannot satisfy the request. MSIs do not support user-based flows, only the client credentials flow. Use a multi-tenant application and secret or certificate in order to sign in users at this time.|||||This is a platform error - a certificate was used by an Azure component in a way that Azure AD does not support.
900059|||||You must request the hybrid SPA auth code on your confidential client back-end, while redeeming the original auth code requested for a web type redirect URI. Auth codes obtained for the Pairwise broker flow cannot be redeemed for a hybrid SPA authorization code.|||||No Remediation Provided
900101|||||Unable to create default encryption algorithm: {algoName}.|||||No Remediation Provided
900102|||||'{algoName}' algorithm not supported.|||||No Remediation Provided
900103|||||The digest algorithm '{algoName}' is not supported.|||||No Remediation Provided
900104|||||Lifetime must be greater than or equal to TimeSpan.Zero.|||||No Remediation Provided
900105|||||The token signing digest algorithm '{algoName}' requested by the application is not supported for this type of token. This indicates the application is misconfigured.|||||No Remediation Provided
900106|||||The '{name}' input type is not supported for the transform.|||||No Remediation Provided
900107|||||The exclusive canonicalization transform does not support the '{algoName}' algorithm.|||||No Remediation Provided
900108|||||{name} implementation not supported.|||||No Remediation Provided
900109|||||Cannot create a signature deformatter for the requested algorithm.|||||No Remediation Provided
900143|||||'{name}' is required for the '{type}' grant type.|||||No Remediation Provided
900144|||||The request body must contain the following parameter: '{name}'.|||||Developer error - the app is attempting to sign in without the necessary or correct authentication parameters.
900161|||||Invalid access token. Required tenant ID claim is missing.|||||No Remediation Provided
900191|||||The 'client_credentials' grant type requires a tenant to be specified.|||||No Remediation Provided
900192|||||Unable to determine the tenant identifier from the request. Client ID '{id}' does not specify a tenant realm.|||||No Remediation Provided
900193|||||The 'urn:microsoft.com:grant-type:device:credentials' grant type requires a tenant to be specified.|||||No Remediation Provided
900194|||||Unable to determine the tenant identifier from the request. Token audience '{audienceSpn}' does not specify a tenant realm.|||||No Remediation Provided
900195|||||Unable to determine the tenant identifier from the request. Token audience '{audienceSpn}' is not valid.|||||No Remediation Provided
900231|||||Unable to authenticate the user.|||||No Remediation Provided
900232|||||Request specified an authentication method '{authRequirementInRequest}' that is not in the allowed list of authentication methods supported by application '{appName}'.|||||No Remediation Provided
900233|||||The SAML AuthnRequest or LogoutRequest must specify an Issuer.|||||No Remediation Provided
900234|||||The SAML AuthnRequest or LogoutRequest must specify the default Issuer Format '{expectedIssuerFormat}'. Received Issuer Format: '{receivedIssuerFormat}'.|||||No Remediation Provided
900235|||||SAML authentication request's RequestedAuthenticationContext Comparison value must be 'exact'. Received value: '{samlComparison}'.|||||No Remediation Provided
900236|||||The SAML authentication request property '{propertyName}' is not supported and must not be set.|||||No Remediation Provided
900237|||||AssertionConsumerServiceIndex cannot be set when ProtocolBinding or AssertionConsumerServiceUrl are set.|||||No Remediation Provided
900238|||||AssertionConsumerServiceUrl cannot be set when AssertionConsumerServiceIndex is set.|||||No Remediation Provided
900239|||||ProtocolBinding cannot be set when AssertionConsumerServiceIndex is set.|||||No Remediation Provided
900281|||||Principal name format is invalid. Realm component of the name cannot be empty.|||||No Remediation Provided
900282|||||Principal name format is invalid for name '{name}'. Expected primary[@realm].|||||No Remediation Provided
900381|||||Request redirection failed. Tenant '{tenant_name}' specified belongs to the National Cloud '{tenant_cloud}', but Current Cloud Instance '{current_cloud}' does not federate with '{tenant_cloud}'.|||||No Remediation Provided
900382|||||Confidential Client is not supported in Cross Cloud request.|||||No Remediation Provided
900383|||||Internal error has occurred during a redirect. Please login directly to your National Cloud dedicated portal.|||||No Remediation Provided
900384|||||JWT token failed signature validation. Actual message content is runtime specific. Please see returned exception message for details.|||||No Remediation Provided
900385|||||JWT token must be signed.|||||No Remediation Provided
900386|||||WsFederation metadata request for Tenant '{tenantName}' must be made on Cloud '{cloud}'.|||||No Remediation Provided
900387|||||Unsupported version '{apiVersion}' specified in discovery request|||||No Remediation Provided
900388|||||Http request to national cloud failed with time out error|||||No Remediation Provided
900410|||||Non-retryable error has occurred.|||||No Remediation Provided
900421|||||Actual message content is runtime specific. Please see returned exception message for details.|||||No Remediation Provided
900431|||||National Cloud Federation or Proxy Request feature is disabled.|||||No Remediation Provided
900432|||||Confidential Client is not supported in Cross Cloud request.|||||No Remediation Provided
900433|||||Invalid National Cloud Token.|||||No Remediation Provided
900434|||||National Cloud request processing failed: {details}|||||No Remediation Provided
900435|||||Received Empty OAuth response from National Cloud: {name}.|||||No Remediation Provided
900436|||||Invalid request method {name} received.|||||No Remediation Provided
900437|||||Auth Code value is missing.|||||No Remediation Provided
900438|||||Refresh token value is missing.|||||No Remediation Provided
900439|||||Confidential Client requests are not supported on the public endpoint (login.microsoftonline.com) for tenants in the Azure Government cloud. Send your login requests to https://login.microsoftonline.us instead. Please see https://devblogs.microsoft.com/azuregov/azure-government-aad-authority-endpoint-update/ for more details|||||Starting May 5th 2020, Azure AD began enforcing the change in login endpoints for Azure Government that was announced April 3rd, 2018. The app must be updated to sign in users to the US Government cloud instead of the public cloud.
900440|||||Requests to tenants hosted in the public cloud are not supported on USGov endpoints. This user must sign into https://login.microsoftonline.com instead of https://login.microsoftonline.us. The application must send the user to the right login endpoint, usually by hosting two versions of the site (e.g. portal.azure.us and portal.azure.com)|||||Starting May 5th 2020, Azure AD began enforcing the change in login endpoints for Azure Government that was announced April 3rd, 2018. Users from the public cloud cannot be signed into the US Government cloud. This is by design - those users must sign into the public cloud instead.
900441|||||Requests to applications hosted in the public cloud are not supported for USGov tenants.|||||No Remediation Provided
900442|||||Requests from the public cloud user for USGov resource, and requests from USGov user for public cloud resource are not supported.|||||No Remediation Provided
900443|||||The requested endpoint {endpoint} is not supported on air-gapped cloud using public hostname. Please use hostname {hostname} instead.|||||No Remediation Provided
900491|||||Service principal '{identifier}' not found.|||||No Remediation Provided
900501|||||Json format queue length exceeds the threshold.|||||No Remediation Provided
900521|||||Static Content Manager: Has not been initialized.|||||No Remediation Provided
900522|||||You can't have an alias map to another alias.|||||No Remediation Provided
900523|||||Passed in value is not an enum - {type}.|||||No Remediation Provided
900524|||||No CDN roots configured.|||||No Remediation Provided
900525|||||Service configuration error has occurred: unable to obtain SAS certificate.|||||No Remediation Provided
900561|||||The endpoint only accepts {valid_verbs} requests. Received a {invalid_verb} request.|||||This can be due to developer error, or due to users pressing the back button in their browser, triggering a bad request. It can be ignored.
900562|||||Unsupported GUID resource format specified, only supported GUID formats types are '00000000000000000000000000000000' and '00000000-0000-0000-0000-000000000000'.|||||No Remediation Provided
900610|||||Non-retryable error has occurred during request to external OIDC endpoint.|||||No Remediation Provided
900611|||||Failed to parse provider metadata.|||||No Remediation Provided
900612|||||Failed to parse provider signing keys.|||||No Remediation Provided
900620|||||Token Remint endpoint generic error.|||||No Remediation Provided
900621|||||Token Remint endpoint missing signing credentials to sign tokens.|||||No Remediation Provided
900622|||||Token Remint endpoint cannot use the asserting token because of allow remint claim is not preset.|||||No Remediation Provided
900623|||||Token Remint endpoint cannot use the token because its issued at value is not valid.|||||No Remediation Provided
900624|||||Token Remint endpoint cannot use the token because asserting token signature is invalid.|||||No Remediation Provided
900625|||||Token Remint endpoint cannot use the token because asserting token type is not eligible for remint.|||||No Remediation Provided
900626|||||Token Remint endpoint cannot use the token because asserting token type has expired.|||||No Remediation Provided
900627|||||Token Remint endpoint cannot parse the request.|||||No Remediation Provided
900700|||||Security Event Token signing endpoint generic error.|||||No Remediation Provided
900701|||||Security Event Token signing endpoint received invalid request.|||||No Remediation Provided
900702|||||Security Event Token signing endpoint received SET which could not be parsed to a JWT|||||No Remediation Provided
900703|||||Security Event Token signing endpoint received SET with null claims.|||||No Remediation Provided
900704|||||Security Event Token signing endpoint received SET with invalid issuer. Issuer: {invalidIssuer}|||||No Remediation Provided
900705|||||Security Event Token signing endpoint received SET with invalid IssuedAt value. IssuedAt: {invalidIssuedAt}|||||No Remediation Provided
900706|||||Security Event Token signing endpoint received SET with unexpected claims. Unexpected claims: {unexpectedClaims}|||||No Remediation Provided
900811|||||Unsupported web method is used.|||||No Remediation Provided
900812|||||Unsupported WS-Federation message of type '{name}'.|||||No Remediation Provided
900821|||||Unsupported WS-Federation message of type '{type}'.|||||No Remediation Provided
900822|||||Requested '{type}' value is unsupported.|||||No Remediation Provided
900851|||||Unable to issue a token since user account is not provisioned yet.|||||No Remediation Provided
900941|||||Administrator consent is required. App is considered risky.|||||No Remediation Provided
900942|||||Admin consent is required in order to allow token to be issued for clients to access resource.|||||No Remediation Provided
900971|||||No reply address provided.|||||No Remediation Provided
900981|||||An admin consent request was received for a risky app.|||||No Remediation Provided
901001|||||Invalid request. The {name} request parameter value '{value}' is invalid.|||||No Remediation Provided
901002|||||The '{name}' request parameter is not supported.|||||No Remediation Provided
901003|||||Invalid request. The request contains too many encoded parameters.|||||No Remediation Provided
901004|||||Expected parameter {name} not found.|||||No Remediation Provided
901005|||||'{value}' is not a supported value for {name} parameter. Expected values are '{expectedVal}'.|||||No Remediation Provided
901006|||||The following extra parameters were found in the request and should be removed from subsequent requests: [{names}]|||||No Remediation Provided
901121|||||No certificates found for {application}.|||||No Remediation Provided
901122|||||Application '{application}' has no encryption certificate configured.|||||No Remediation Provided
901123|||||Misconfigured application '{application}'.|||||No Remediation Provided
901124|||||Application '{application}' does not exist.|||||Developer error - the app is attempting to sign in without the necessary or correct authentication parameters.
901125|||||Application does not exist.|||||No Remediation Provided
901141|||||Bad request - expiration time is in the past.|||||No Remediation Provided
901142|||||Bad request - requested token lifetime exceeds allowed limit.|||||No Remediation Provided
901151|||||Fallback_domain parameter is not allowed together with domain_hint.|||||No Remediation Provided
901171|||||Unable to sign in. Please sign out and sign in again with your identity provider.|||||No Remediation Provided
901181|||||Mapped Microsoft Graph permissions are not supported for application permissions.|||||No Remediation Provided
901182|||||Application '{applicationId}' must be preauthorized by Microsoft Graph for scopes '{scope}'.|||||No Remediation Provided
901183|||||The service principal with an identifier of {spIdentifier} does not exist in the directory.|||||No Remediation Provided
901201|||||This request is invalid, cannot be processed.|||||No Remediation Provided
901202|||||Device identifier in the device signature is different from the device assigned to the resource account.|||||No Remediation Provided
1000000|||||The Bind API requires the Azure AD user to also authenticate with an external IDP, which hasn't happened yet. Redirecting to external IDP.|||||Expected error when the user attempts to connect a LinkedIn account to their AAD account.
1000001|||||The specified bind provider '{provider}' is not supported.|||||No Remediation Provided
1000002|||||The bind completed successfully, but the user must be informed.|||||This is not an error scenario, but is handled like one by Azure AD to handle certain authentication flows.  This is not an indication that anything went wrong.
1000003|||||MSA redirected to ESTS for an AAD user to login.|||||No Remediation Provided
1000004|||||Values '{notAllowedValues}' are not valid for claim request '{requestedClaim}'.|||||No Remediation Provided
1000005|||||Invalid definition for external identity provider, domain is missing|||||No Remediation Provided
1000006|||||Invalid definition for external identity provider with domain '{domain}'. Reason: Following properties are mandatory: domain, issuer URI, passive authentication URL.|||||No Remediation Provided
1000007|||||Invalid definition for external identity provider with domain '{domain}'. Reason: The value '{url}' in the property '{urlType}' must be an absolute URL.|||||No Remediation Provided
1000008|||||Invalid definition for external identity provider with domain '{domain}'. Reason: The value '{url}' in the property '{urlType}' must be https.|||||No Remediation Provided
1000009|||||Invalid definition for external identity provider with domain '{domain}'. Reason: Only WsFederation/SamlP protocols are allowed.|||||No Remediation Provided
1000010|||||Invalid definition for external identity provider with domain '{domain}'. Reason: Domain '{value}' is not in expected format.|||||No Remediation Provided
1000011|||||Invalid definition for external identity provider with domain '{domain}'. Reason: Issuer '{value}' is not in expected format.|||||No Remediation Provided
1000012|||||Invalid definition for external identity provider with domain '{domain}'. Reason: Domain '{value}' is a reserved value.|||||No Remediation Provided
1000013|||||Invalid definition for external identity provider with domain '{domain}'. Reason: Issuer '{value}' is a reserved value.|||||No Remediation Provided
1000014|||||Cannot issue On-Behalf-Of token for tenant '{tenant1}' as JWT bearer token was issued for '{tenant2}'.|||||No Remediation Provided
1000015|||||Direct federation users are not expected to have home tenant.|||||No Remediation Provided
1000018|||||Realm with domain '{domain}' is not an external realm.|||||No Remediation Provided
1000019|||||The provided certificate authority type '{certificateAuthorityType}' is not valid.|||||No Remediation Provided
1000020|||||The provided application '{applicationId}' may not be used on this endpoint.|||||No Remediation Provided
1000021|||||External Claims Provider unavailable: general exception.|||||No Remediation Provided
1000022|||||External Claims Provider unavailable: WebException status code '{status}'.|||||No Remediation Provided
1000023|||||The GitHub access token forwarded exceeds the configured length of '{sizeLimit}'.|||||No Remediation Provided
1000024|||||Requested claim 'ClientIpReportedByRP' should have a single and valid ip address.|||||No Remediation Provided
1000025|||||Received invalid stk_jwk.|||||No Remediation Provided
1000026|||||Received invalid Primary Refresh Token.|||||No Remediation Provided
1000027|||||Session Transport Key is not present.|||||No Remediation Provided
1000028|||||Received invalid Windows SSO Credential.|||||No Remediation Provided
1000029|||||The provided confirmation request (req_cnf or pop_jwk) is not properly formatted.|||||No Remediation Provided
1000030|||||Microsoft Account granted Refresh Token Credential is not supported on AAD tenant.|||||No Remediation Provided
1000031|||||Application {appDisplayName} cannot be accessed at this time. Contact your administrator.|||||Contact your administrator for more information.
1000032|||||Received invalid stk_jwk key thumbprint.|||||No Remediation Provided
1000033|||||Stk_jwk key doesn't match session transport key thumbprint specified at the beginning of the session.|||||No Remediation Provided
1000034|||||Stk_jwk key must not be submitted via x5c.|||||No Remediation Provided
1000035|||||There was an error issuing Bound RT token.|||||No Remediation Provided
1000036|||||BoundRT use as a bearer refresh token is unsupported.|||||No Remediation Provided
1000037|||||Stk_jwk thumbprint is not provided for SSO Bound RT redemption.|||||No Remediation Provided
1000038|||||Received invalid req_cnf key thumbprint.|||||No Remediation Provided
1000039|||||Req_cnf key '{kid}' doesn't match proof of possession key thumbprint specified at the beginning of the session.|||||No Remediation Provided
1000101|||||Access denied.|||||No Remediation Provided
1000102|||||Invalid request.|||||No Remediation Provided
1000103|||||Invalid request.|||||No Remediation Provided
1000104|||||Resource cloud {resourceCloud} is not allowed on identity tenant {identityTenant}.|||||No Remediation Provided
1000106|||||The provided sec-Restrict-Tenant-Access-Policy header ({headerValue}) is invalid. Please double check the format of the header and try again.|||||No Remediation Provided
1000107|||||The tenant ID {tenantId} provided in the sec-Restrict-Tenant-Access-Policy header was not found in Azure Active Directory. Please contact your administrator for assistance.|||||No Remediation Provided
1000108|||||The policy ID {policyId} provided in the sec-Restrict-Tenant-Access-Policy header did not match a policy ID in tenant {tenantName}. Please contact your administrator for assistance.|||||No Remediation Provided
1000110|||||Invalid request, identity tenant '{identityTenant}' is not allowed on resource tenant '{resourceTenant}' for cross cloud B2B call.|||||No Remediation Provided
1000112|||||Cannot issue On-Behalf-Of token for tenant '{tenant1}' as JWT bearer token was issued for '{tenant2}'.|||||No Remediation Provided
1000113|||||Non Retryable Error Occured.|||||No Remediation Provided
1000114|||||Invalid request. Endpoint does not accept requests with multiple DataCriteria items of type {dataCriteriaType}.|||||No Remediation Provided
1000115|||||Invalid request. TenantId in the URL and DataCriteria has to match.|||||No Remediation Provided
1000116|||||Invalid request. One of the ids in the PolicyObjectIds is not a valid Guid.|||||No Remediation Provided
1000117|||||Invalid request. Max policyIds count of {policyObjectIdsMaxCount} exceeded.|||||No Remediation Provided
1000118|||||Invalid request. UserId cannot be an empty Guid.|||||No Remediation Provided
1000119|||||Invalid global bloomfilter name: {name}.|||||No Remediation Provided
1000202|||||Migration to public cloud is complete for this tenant. Please use login.microsoftonline.com endpoint for this tenant.|||||No Remediation Provided
1000203|||||There’s been a change to your organization. You’ll need to sign out and sign back in to continue using this app. To learn more, refer https://go.microsoft.com/fwlink/?linkid=2150446.|||||No Remediation Provided
1000401|||||The requested tenant has been migrated to {targetCloud}.|||||No Remediation Provided
1000450|||||There is only MSA user active session and need to redirect to Msa.|||||No Remediation Provided
1000460|||||The provided x-ms-plid header value '{headerValue}' is not a properly formatted private link identifier.|||||No Remediation Provided
1000461|||||Private link data couldn't be read. Please try again.|||||No Remediation Provided
1000462|||||The specified private link was not found. If you just provisioned this private link, please wait a few minutes and try again.|||||No Remediation Provided
1000463|||||The tenant you're trying to access, '{tenantName}', is not authorized to use this private link.|||||No Remediation Provided
1000464|||||Private link data couldn't be upserted/read. Please try again.|||||No Remediation Provided
1000465|||||The required private link state could not be found.|||||No Remediation Provided
1000466|||||The provided AppID ACR value is not supported.|||||No Remediation Provided
1000470|||||The protocol {protocolId} is blocked for tenant {tenantId}. Please contact your administrator for assistance.|||||No Remediation Provided
1000471|||||The document with private link id {plid} already present associated with private link resource id {plrid}|||||No Remediation Provided
1000472|||||Unable to parse the session store last written time {lastWrittenTime}.|||||No Remediation Provided
1000473|||||Unable to create session pointer for {sessionType} due to {reason}.|||||No Remediation Provided
1000474|||||User is creating too many freshly logged-in sessions or new refresh tokens in a short period of time. Please try again later.|||||No Remediation Provided
1000501|||||Unable to read session document from Session Store.|||||No Remediation Provided
1000502|||||The provided certificate is not within its specified validity window.|||||No Remediation Provided
1000503|||||Request contains mismatched device ids.|||||No Remediation Provided
1000601|||||This API is not currently supported.|||||No Remediation Provided
1000602|||||Action not permitted. Only managed identity service could call this API.|||||No Remediation Provided
1000603|||||Unsupported tenant provided. The tenant must be a guid.|||||No Remediation Provided
1000604|||||Invalid request parameters.|||||No Remediation Provided
1000605|||||An error occurred during certificate creation.|||||No Remediation Provided
1000606|||||A requested pass through claim is not permitted for this client.|||||No Remediation Provided
1000607|||||This API is not currently supported.|||||No Remediation Provided
1000608|||||Invalid request parameters.|||||No Remediation Provided
1000701|||||Multiple devices with the same device-name found in tenant {tenant}. Please reach out to your tenant-admin to ensure uniqueness of device display-name.|||||No Remediation Provided
1000800|||||Unsupported compound-resource format.|||||No Remediation Provided
1000901|||||The provided certificate cannot be used for requesting tokens. The value of token_not_after extension on the certificate should be greater than the current time.|||||No Remediation Provided
1000902|||||The certificate provided for authentication should contain the Authority Key Identifier (AKI) extension.|||||No Remediation Provided
1000903|||||The Authority Key Identifier extension in the provided certificate doesn't match with the Key Identifier of any available Keys used for signing the certificates.|||||No Remediation Provided
1000904|||||The Format of token_not_after extension is invalid.|||||No Remediation Provided
1001000|||||Unable to acquire certificate policy from tenant|||||No Remediation Provided
1001001|||||Certificate policy acquired from tenant is invalid and contains no user bindings|||||No Remediation Provided
1001002|||||Certificate policy does not contain any valid user bindings|||||No Remediation Provided
1001003|||||Unable to acquire value specified in binding from certificate|||||No Remediation Provided
1001004|||||Unable to create rsa key with the provided exponent and modulus|||||No Remediation Provided
1001005|||||Invalid Request. A certificate should be provided with a non empty value.|||||No Remediation Provided
1001006|||||A transient issue occured, please try again|||||No Remediation Provided
1001007|||||Failed to write revocation events into the storage|||||No Remediation Provided
1001008|||||Failed to read revocation events from the storage|||||No Remediation Provided
1001010|||||The client or resource application: {applicationId} is missing service principal in the tenant: {tenant}. See instructions here: https://go.microsoft.com/fwlink/?linkid=2167121.|||||No Remediation Provided
1001011|||||The request to proxy a call to MSA via this AAD instance is not currently supported.|||||No Remediation Provided
1001012|||||The user principal name entered does not match the user specific information from the certificate.|||||No Remediation Provided
1100000|||||Non-retryable error has occurred.|||||No Remediation Provided
1300011|||||NGC key is malformed.|||||No Remediation Provided
1300012|||||Signature key type is not provided.|||||No Remediation Provided
1300041|||||NGC key cannot be decoded.|||||No Remediation Provided
1300042|||||NGC key is not associated with a device.|||||No Remediation Provided
1350001|||||Fido assertion verification failed. Result: '{result}'|||||No Remediation Provided
1350011|||||Key ID cannot be decoded.|||||No Remediation Provided
1350101|||||Key ID cannot be decoded.|||||No Remediation Provided
1400001|||||Request nonce is not provided.|||||No Remediation Provided
1400002|||||Request nonce is malformed.|||||No Remediation Provided
1400011|||||Session key is not provided.|||||No Remediation Provided
1400012|||||Session key type {type} is not supported.|||||No Remediation Provided
1659001|||||Unexpected error decoding the required request.|||||No Remediation Provided
2190001|||||Cannot find a certificate in the pfx.|||||No Remediation Provided
2190002|||||Cannot use the pfx.|||||No Remediation Provided
2200501|||||No cache encryption keys are available for encryption.|||||No Remediation Provided
2200502|||||No cache encryption keys are available for encryption - no key was more than 48 hours old.|||||No Remediation Provided
2201001|||||Authenc: VerifySignatureAndDecrypt failed. {ex}|||||No Remediation Provided
2300241|||||Failed to find cached credential cert with thumbprint: {thumbPrint}.|||||No Remediation Provided
5000211|||||A tenant restrictions policy added to this request by a device or network administrator does not allow access to the resource tenant.|||||The administrator of the tenant that owns this tenant restrictions policy does not allow this access. If this is not expected, that administrator should allow access by editing their cross tenant access policy.
5000221|||||Access to '{tenant}' tenant is denied.|||||Please contact your IT department.
5000222|||||Access to '{tenant}' tenant is denied. It looks like you are trying to access a resource in Microsoft Cloud Deutschland. This organization is in the process of being decommissioned and needs to be re-created in a German datacenter region. Please see aka.ms/office365germancymove for more information, or contact deblockres@microsoft.com for assistance.|||||Please contact your IT department.
5000610|||||Symmetric Key Derivation Function version '{version}' is invalid.|||||No Remediation Provided
5000611|||||Symmetric Key Derivation Function version '{version}' is invalid.|||||No Remediation Provided
5000810|||||Unable to verify token signature. Signing key identifier is missing.|||||No Remediation Provided
5000811|||||Unable to verify token signature. The signing key identifier does not match any valid registered keys.|||||No Remediation Provided
5000812|||||The SAML 1.1 credential must contain exactly one or zero claims of type '{type}'.|||||No Remediation Provided
5000813|||||The SAML 1.1 credential must provide non empty value for claim of type '{type}'.|||||No Remediation Provided
5000815|||||The SAML 1.1 credential contains invalid Device ID claim.|||||No Remediation Provided
5000816|||||The SAML 1.1 credential must contain exactly one Audience in AudienceRestriction.|||||No Remediation Provided
5000817|||||The SAML 1.1 credential must contain SamlAudienceRestrictionCondition.|||||No Remediation Provided
5000818|||||SAML Assertion is invalid. NameId is not present in the token.|||||No Remediation Provided
5000819|||||SAML Assertion is invalid. Email address claim is missing or does not match domain from an external realm.|||||No Remediation Provided
7000011|||||Requested SAML 2.0 assertion has invalid SubjectConfirmation Method: {method}.|||||No Remediation Provided
7000012|||||The grant was obtained for a different tenant.|||||No Remediation Provided
7000013|||||The grant is not supported by API version {apiVersion}.|||||No Remediation Provided
7000014|||||The provided value for the input parameter 'device_code' is not valid.|||||No Remediation Provided
7000015|||||The grant was obtained for a different tenant.|||||No Remediation Provided
7000016|||||Primary refresh token is not signed with session key.|||||No Remediation Provided
7000017|||||Broker restricted refresh token can't be used as credential.|||||No Remediation Provided
7000018|||||Token binding header is empty.|||||No Remediation Provided
7000019|||||Token binding hash does not match.|||||No Remediation Provided
7000020|||||SAML 2.0 Bearer assertion must be a valid Base64Url encoded value.|||||No Remediation Provided
7000021|||||Unrecognized grant type {type}.|||||No Remediation Provided
7000022|||||VSM Binding Key missing from Ticket Granting Ticket request.|||||No Remediation Provided
7000023|||||VSM Binding key mismatch.|||||No Remediation Provided
7000024|||||Inconsistent broker application IDs asserted by incoming credentials.|||||No Remediation Provided
7000025|||||Ambiguous request. The grant contains duplicate claims.|||||No Remediation Provided
7000026|||||Provided grant is invalid or malformed. The grant requires an encrypted response, but the client is not indicating it understands encrypted responses.|||||No Remediation Provided
7000110|||||Request is ambiguous, multiple application identifiers found.|||||No Remediation Provided
7000112|||||Application '{appIdentifier}'({appName}) is disabled.|||||No Remediation Provided
7000113|||||Application '{appIdentifier}' is not authorized to make application on-behalf-of calls.|||||No Remediation Provided
7000114|||||Application '{appIdentifier}' is not allowed to make application on-behalf-of calls.|||||No Remediation Provided
7000115|||||This grant is reedemable only by broker application.|||||No Remediation Provided
7000116|||||Application '{appIdentifier}'({appName}) is disabled in tenant {tenant}. Please review the documentation: https://go.microsoft.com/fwlink/?linkid=2167553|||||No Remediation Provided
7000117|||||Resource application '{appIdentifier}'({appName}) is disabled in tenant {tenant}. Please review the documentation: https://go.microsoft.com/fwlink/?linkid=2167553|||||No Remediation Provided
7000210|||||Unable to find source of Trusted Certificate Authority policy.|||||No Remediation Provided
7000211|||||Trusted Certificate Authority policy is not configured on the tenant '{tenantId}'.|||||No Remediation Provided
7000212|||||No matching Trusted Certificate Authority policy found for authorized subject name.|||||No Remediation Provided
7000213|||||Invalid certificate chain.|||||No Remediation Provided
7000214|||||Certificate has been revoked.|||||No Remediation Provided
7000215|||||Invalid client secret provided. Ensure the secret being sent in the request is the client secret value, not the client secret ID, for a secret added to app '{identifier}'.|||||Developer error - the app is attempting to sign in without the necessary or correct authentication parameters.
7000216|||||'client_assertion', 'client_secret' or 'request' is required for the 'client_credentials' grant type.|||||Developer error - the app is attempting to sign in without the necessary or correct authentication parameters.
7000217|||||The service principal named {appPhrase} was not found in the tenant named {tenant_name}. This can happen if the application has not been installed by the administrator of the tenant.|||||No Remediation Provided
7000218|||||The request body must contain the following parameter: 'client_assertion' or 'client_secret'.|||||Developer error - the app is attempting to sign in without the necessary or correct authentication parameters.
7000219|||||'client_assertion' or 'client_secret' is required for the '{type}' grant type.|||||No Remediation Provided
7000220|||||Client application identifier in the provided grant doesn't match 'client_id' parameter.|||||No Remediation Provided
7000221|||||Certificate Subject must match Issuer claim in the client assertion.|||||No Remediation Provided
7000222|||||The provided client secret keys for app '{identifier}' are expired. Visit the Azure portal to create new keys for your app: https://aka.ms/NewClientSecret, or consider using certificate credentials for added security: https://aka.ms/certCreds.|||||Developer error - the app is attempting to sign in without the necessary or correct authentication parameters.
7000223|||||Application {brokerAppId} is not authorized to broker tokens.|||||No Remediation Provided
7000224|||||Application {childAppId} is not authorized to have tokens brokered on its behalf.|||||No Remediation Provided
7000225|||||Invalid credentials: An MSI certificate was included in the request for the app, but the app (object ID: {oid}, application id: {clientId}) is not an MSI. Ensure that your code is matching MSI identities and certificates appropriately.|||||This is a platform error, and cannot be remediated by the app developer or admin. Consider filing a support ticket against the Azure service that is failing.
7000226|||||No federated identity credential policy found on application ({appid}). The client_assertion used to authenticate the request does not match the subject or application being requested.  Ensure that the application ID in the request is correct, that the app has a policy applied to it, and that the correct client_assertion is being provided in the request.|||||The request attempted to use a credential from one service to authenticate as another service, which requires a federated identity credential to be in place. The application ID in the request does not have a federated credentials policy applied to it, so the request was rejected. Ensure that the app has a policy applied to it, and that the developer intended to perform a cross-service authentication.
